,SAMPLE_NUMBER,SAMPLE_TYPE,BATCH_ID,DATE_VISITED,ATLAS_CODE,X_COORD,Y_COORD,Ag_XRF,Al_XRF,As_XRF,Ba_XRF,Bi_XRF,Br_XRF,Ca_XRF,Cd_XRF,Ce_XRF,Cl_XRF,Co_XRF,Cr_XRF,Cs_XRF,Cu_XRF,Fe_XRF,Ga_XRF,Ge_XRF,Hf_XRF,Hg_AAS,Hg_XRF,I_XRF,In_XRF,K_XRF,La_XRF,LOI450,Mg_XRF,Mn_XRF,Mo_XRF,Na_XRF,Nb_XRF,Nd_XRF,Ni_XRF,P_XRF,Pb_XRF,pH,Rb_XRF,S_XRF,Sb_XRF,Sc_XRF,Se_XRF,Si_XRF,Sm_XRF,Sn_XRF,Sr_XRF,Ta_XRF,Te_XRF,Th_XRF,Ti_XRF,Tl_XRF,U_XRF,V_XRF,W_XRF,Y_XRF,Yb_XRF,Zn_XRF,Zr_XRF,DRIFTS,LANDUSES,CLASTS,SITE_CONTAMINANTS,SOIL_TEXTURE,COMMENTS,elevation,slope,aspect,plan.curve,profile.curve,twi,mrvbf,mrrtf,population,landuse
1298,611410,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,259730,667650,#0.25,75118,6.4,477,#0.25,8.6,13150.48,#0.25,65.35,NA,17,89,2,36.6,40495.26,12.1,2.7,4.7,NA,NA,1,NA,11372.37,30.57,4.14,6031,604.11,0.9,7419,12.1,NA,29.5,829.16,86.6,NA,41.9,NA,2.1,10,0.6,267591,NA,5.88,125,#0.6,#0.5,6.8,4628.14,0.8,1.9,83,1.2,18.6,NA,112.9,234.4,"soil, regolith(observed at site)","urban open space(observed at site); urban open space cleared, derelict(observed at site);",siliceous rocks; sandstone (undifferentiated);,coal tailings,medium clay,"sst in a is r and in s it is sr. silicate in a is r, and in s is flat. drift map indicates glacial till. or sa pa in a and s, carbonaceous clasts in s hor",67.30000305,0.108135283,2.11279583,0.01090104,0.00027178,7.943259239,0.100908697,0.80542779,2050,21
1299,611411,SHALLOW SOIL (5 -20CM),10809,8/26/2002,GLAS,255630,661650,#0.25,83053,9.1,468,#0.25,27.8,5503.19,0.9,101.45,NA,33,148,5,54.4,60008.52,18.3,3.9,7.8,NA,NA,5.45,NA,12451.5,50.67,11.26,9046.5,1905.27,1.6,7419,37.6,NA,63.4,2007.44,91.1,NA,45.1,NA,#0.5,14,1,261987,NA,12.8,127.3,1.8,#0.25,6.43,11312.56,0.9,2,149,#0.35,25,NA,181.9,340.8,"soil, regolith(observed at site)",long term pasture(observed at site),NA,NA,silty clay,horses recently present.,17,0.015295877,2.944196463,0.003067464,0.000193009,10.02105141,4.847949028,0.107439548,410,4
1300,611412,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,258210,666280,#0.25,75118,11.5,603,0.7,7.4,10005.8,0.5,65.35,NA,29,120,1,161.7,44551.78,12.9,3.4,6.5,NA,NA,1,NA,12617.52,31.72,5.82,7840.3,751.26,2.7,7419,13.3,NA,51.4,872.8,367.5,NA,47.1,NA,6.5,13,0.8,266190,NA,37.64,122.9,1.5,#0.5,7.3,4718.07,0.7,#0.3,101,4.7,20.9,NA,1124.5,264.2,"soil, regolith(observed at site)",urban open space(observed at site),sandstone (undifferentiated),bricks; coal tailings;,silt,"sst in a and s is sr. irnst in s is ang. taken frm grass area behind flats. red brick and coal tailings in a and s, drift map indicates glacial deposits, or/re/wht sa pa in a. s text also grav.  1 auger s or sa. carbonaceous clasts in a hor",31.60000038,0.127756581,6.087316513,0.006881002,5.47E-05,8.069124222,0.436982453,0.131442353,7957,20
1301,611413,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,258240,667350,#0.25,66125,11.2,549,#0.25,8.5,6289.36,0.7,55.97,NA,19,109,1,157,39935.74,9.9,2.9,5.7,NA,NA,4,NA,11372.37,29.42,6.84,6031,720.28,2.3,7419,10.7,NA,43.4,1003.72,337.4,NA,36.9,NA,7.2,10,0.7,267124,NA,40.45,102.6,#0.6,#0.5,6.1,4250.46,#0.25,1.2,86,4.5,17.4,NA,1281.1,236.9,"soil, regolith(observed at site)",urban open space tended but unproductive(observed at site); major roads/verge(observed at site);,sandstone (undifferentiated),bricks; coal tailings; clear glass;,silty clay,"sst in a is sr. re/ye sa patches in s. drift map indicates made grnd. taken frm green betwn hillside and canal. colour of s also blk, red brick and coal tailings present in s, plastic in s. carbonaceous clasts in a hor,",36.59999847,0.100732125,4.239892006,-0.005122276,-0.00134166,7.943721294,0.733052492,0.081124857,4376,21
1302,611414,SHALLOW SOIL (5 -20CM),10809,8/26/2002,GLAS,255360,661630,#0.25,86756,12.5,584,#0.25,20.1,8719.34,#0.25,100.12,NA,34,159,4,55.4,62666.24,20,3.2,7.6,NA,NA,3.9,NA,14028.69,53.68,11.2,10252.7,1804.58,1.6,7419,41,NA,65.1,2007.44,115.3,NA,50,NA,#0.5,17,0.9,251246,NA,15.5,141.3,#0.6,#0.25,6.85,12007.98,#0.25,2.3,156,#0.35,26.7,NA,194.1,346.8,"soil, regolith(observed at site)",long term pasture(observed at site),NA,NA,medium clay,highland coos.,15.60000038,0.009055133,3.030936003,2.69E-05,-2.44E-07,8.842492104,4.897890091,0.002658575,410,4
1303,611415,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,259760,667250,#0.25,90459,10.3,495,#0.25,16.1,6217.89,#0.25,87.62,NA,27,114,4,64.9,43013.1,17.9,6.1,3.8,NA,NA,3,NA,13115.58,45.53,10.87,6634.1,728.03,1.3,7419,15.6,NA,53.5,1047.36,156.7,NA,53.8,NA,2,14,1.2,256383,NA,12.42,118.6,#0.6,#0.5,8.9,6252.78,1.2,2.5,140,1.5,23.7,NA,174.8,247,"soil, regolith(observed at site)",recreational area(observed at site),pelite,bricks; coal tailings;,silt,"peite in a is sa. taken frm park. drift map indicates glacial till. coal in a and s, light gray clay pa in a. some red brick in s,",57.5,0.080090389,2.106942177,0.000991361,0.000396593,8.459899902,1.54944098,0.15731065,2050,21
1304,611416,SHALLOW SOIL (5 -20CM),10184,8/22/2001,GLAS,249270,667830,#0.25,81995,15.5,458,#0.25,14.2,6217.89,#0.25,75.9,NA,25,106,1,55.3,47139.56,15.9,3.4,7.2,NA,NA,3,NA,12866.55,37.47,7.33,8443.4,619.6,2.2,7419,21,NA,48.5,1178.28,125.1,NA,46.8,NA,#0.5,14,0.9,259652,NA,16.47,113.5,#0.6,#0.5,8.7,7481.76,0.8,2.3,163,#0.35,24.1,NA,136.1,296.1,"soil, regolith(observed at site); alluvium, raised terrace(observed at site);",long term pasture(observed at site),sandstone (undifferentiated); siliceous rocks;,coal tailings,silty clay,"grassy field.  a hor - sst rnd, silicate subrnd.  s hor - chert rnd, sst rnd, silicate subrnd.  small bits of coal in s. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",4.800000191,0.004472106,1.107149243,0.220029041,-0.000183994,10.66977787,6.719322205,1.776920915,2305,3
1305,611418,SHALLOW SOIL (5 -20CM),10184,8/22/2001,GLAS,259760,661770,#0.25,83582,9.9,527,0.9,14.8,7432.88,#0.25,89.97,NA,26,337,3,71.1,45740.76,15.5,5.5,6.1,NA,NA,1,NA,13696.65,44.38,9.42,7237.2,805.48,2.1,7419,15.8,NA,59.7,1047.36,210.1,NA,49.9,NA,1.7,15,1.1,257784,NA,116.54,118.1,#0.6,#0.5,8.3,5905.08,#0.25,1.8,139,1.2,25.2,NA,208.6,285,"soil, regolith(observed at site)",urban open space(observed at site),siltstone (undifferentiated),bricks; coal tailings;,silty clay,a hor - siltstone tblr.  red brick and coal in a and s. carbonaceous clasts in s hor,19.39999962,0.037836906,4.925327301,0.00094826,-0.00037509,9.084726334,3.626945972,1.324901223,4747,21
1306,611419,SHALLOW SOIL (5 -20CM),10184,8/22/2001,GLAS,250690,667860,#0.25,84111,9.9,375,#0.25,8.6,4788.49,#0.25,70.04,NA,14,94,3,27.8,40075.62,13.8,3,5.4,NA,NA,2,NA,10625.28,35.17,6.94,4824.8,425.98,0.9,0,14.9,NA,27.9,1134.64,56.8,NA,37.3,NA,#0.5,11,0.4,265256,NA,7.54,76.5,1.4,#0.5,8,5779.18,#0.25,2,98,1.6,17.6,NA,110.1,299.1,"soil, regolith(observed at site); alluvium, raised terrace(observed at site);",commercial and residential(observed at site),sandstone (undifferentiated),bricks; coal tailings;,silty clay,"a hor - or sand, sst subrnd.  s hor - 1 auger sand, 1 auger  gravel, sst subrnd, chert subrnd.  brick and coal in s. carbonaceous clasts in a hor,",5.800000191,0.004472108,4.248740673,0.001788866,-8.00E-06,11.64038467,6.367914677,0.704309821,4773,20
1307,611420,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,259290,666670,#0.25,50784,5.9,332,0.6,10,11363.73,#0.25,52.45,NA,18,84,2,26.2,38746.76,9.2,2,4.6,NA,NA,2,NA,10293.24,25.97,7.19,7237.2,650.58,1.4,7419,13.6,NA,29.7,1483.76,54.4,NA,25.6,NA,1.4,11,0.3,259185,NA,13.46,105.8,#0.6,#0.5,4.2,5311.57,#0.25,1,89,1.2,16.1,NA,88.2,227.3,"soil, regolith(observed at site)",urban open space(observed at site); industrial(observed at site);,mudstone,NA,silt,mudst in a and s sr. silicate in s also sr. taken frm grass vege nr distillery. drift map indicates made grnd.,49.70000076,0.054971796,2.808348417,0.001783191,-0.001053336,7.496452332,1.519878387,0.233274072,2193,20
1308,611421,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,259270,666270,#0.25,74060,10.2,443,#0.25,15.9,7790.23,0.6,73.55,NA,28,116,4,74.9,44341.96,13.8,4.5,5.8,NA,NA,5,NA,10791.3,36.32,8.27,6634.1,1115.28,2.5,7419,14,NA,47.6,1134.64,232.3,NA,43.5,NA,2.3,12,1.1,266657,NA,12.31,102.2,#0.6,#0.5,7.4,5191.67,0.7,1.5,118,1.1,21.6,NA,281.8,253.4,"soil, regolith(observed at site)",urban open space(observed at site),NA,bricks; coal tailings;,silt,red brick and coal tailings in both a and s. 1 auger of both a and s was lb sa.drift map indicates glacial till.,33.79999924,0.055026151,4.657897472,-0.001837757,0.000220223,8.404614449,1.770172238,0.067753509,2193,20
1309,611422,SHALLOW SOIL (5 -20CM),10184,8/21/2001,GLAS,260780,666200,#0.25,73531,21.2,383,#0.25,32.7,11864.02,#0.25,58.31,NA,35,80,1,76,54273.44,16.5,4.4,4.4,NA,NA,10,NA,10210.23,23.66,10.32,9649.6,1130.77,1.5,7419,13.3,NA,37.4,2443.84,150.8,NA,34,NA,2.6,17,1.1,247043,NA,9.41,122.5,#0.6,#0.5,5.7,8279.09,0.6,1.1,204,#0.35,21.3,NA,187.4,231.3,"soil, regolith(observed at site)",urban open space(observed at site),sandstone (undifferentiated),plastic; coal tailings;,silt,"sst in a is sa, white sa present in s, coal tailings in a and s. green plastic in a, drift map indicates made grnd.taken frm grassy patch opp residential area.",74.80000305,0.090799049,5.606729031,-0.000723124,0.001171248,7.002955914,0.036734693,1.790731549,5344,21
1310,611423,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,259310,667670,#0.25,86756,5.6,469,#0.25,6.1,7361.41,#0.25,73.55,NA,20,84,3,24.1,43013.1,15,2.3,5.4,NA,NA,1,NA,14111.7,36.32,4.25,7237.2,797.73,#0.4,7419,13.7,NA,34.8,610.96,51.1,NA,51.9,NA,#0.5,13,0.6,268525,NA,3.8,126,#0.6,#0.5,7.8,5593.34,0.6,1.7,94,1.3,20.3,NA,74.3,258,"soil, regolith(observed at site)",urban open space(observed at site),mylonite; sandstone (undifferentiated);,bricks; coal tailings;,silty clay,"sst in a is ang, and in s is sa. quartzite in a is a. drift map indicates glacial till. taken frm open space with some rubbish on the surface.red brick in a and s, and coal tailings in a. carbonaceous clasts in s hor",67.80000305,0.133532375,5.769578934,0.000870447,-0.000444832,7.728099823,0.114823245,0.480295241,2050,21
1311,611424,SHALLOW SOIL (5 -20CM),10184,8/22/2001,GLAS,252390,667220,#0.25,70357,10.2,440,#0.25,7.7,7933.17,#0.25,70.04,NA,16,92,2,41.7,41964,12.2,2.7,6.7,NA,NA,2,NA,14028.69,34.02,4.79,10252.7,580.88,1.9,7419,15.9,NA,43.4,1047.36,71.1,NA,46,NA,#0.5,12,#0.1,272728,NA,6.91,122.3,#0.6,#0.5,6.4,5689.26,0.7,1.1,125,1.3,19.5,NA,100.3,259,"soil, regolith(observed at site); alluvium, raised terrace(observed at site);",commercial and residential(observed at site),NA,bricks; coal tailings;,silty clay,a hor - 2 augers lb sand.  s hor - or sand patches.  red brick in s.  coal in a. carbonaceous clasts in s hor,5.699999809,0.103594162,0.805803478,0.007519886,0.00216302,8.907016754,5.656330585,0.311036855,2465,20
1312,611425,SHALLOW SOIL (5 -20CM),10184,8/22/2001,GLAS,249760,668250,#0.25,61893,21.3,372,#0.25,20.1,4431.14,#0.25,63,NA,23,85,4,44,38047.36,11.4,5.2,4.9,NA,NA,6,NA,9463.14,31.72,9.21,6031,704.8,4.1,7419,11.7,NA,41.1,1527.4,286.6,NA,31.2,NA,1.5,11,0.8,274129,NA,14.6,95.6,#0.6,#0.5,5.5,4508.24,0.7,1.8,121,1.5,17.4,NA,205.4,200.6,"soil, regolith(observed at site); alluvium, raised terrace(observed at site);",recreational area(observed at site),chert; sandstone (undifferentiated);,bricks; coal tailings;,silt,"a hor - chert rnd, sst subrnd.  red brick in a and s.  coal in s.",6.5,0.010049537,4.812057495,0.001142815,0.000168489,11.11402225,5.000596046,2.279147863,42,19
1313,611426,SHALLOW SOIL (5 -20CM),10184,8/22/2001,GLAS,249680,668710,#0.25,78292,10,382,#0.25,20.7,1786.75,#0.25,77.07,NA,14,101,5,19.9,37557.78,12.6,1.5,6.9,NA,NA,5,NA,12202.47,39.77,7.05,6634.1,472.44,2.2,7419,16,NA,24.2,872.8,55.7,NA,45.7,NA,#0.5,14,#0.1,273662,NA,7.33,84.1,#0.6,#0.5,7.1,6174.85,#0.25,2.3,100,1.1,19.9,NA,66.5,330.7,"soil, regolith(observed at site); alluvium, raised terrace(observed at site);",recreational area(observed at site),sandstone (undifferentiated); siliceous rocks;,coal tailings,silt,"golf course.  a hor - sst ang/or/white, silicate ang, lb/or.  s hor - chert subang, silicate subang, sst rnd.  coal in a.",4,0.020121893,5.81953764,-0.02504397,0.000203876,10.78804398,4.989295959,0.181141138,42,19
1314,611427,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,256760,666740,0.5,77763,19.9,523,0.6,41.7,5717.6,#0.25,74.72,NA,28,109,2,99.4,47838.96,18.4,13.7,4.2,NA,NA,10,NA,11455.38,36.32,13.03,6031,720.28,3,7419,14.9,NA,60.9,1396.48,476.7,NA,46.4,NA,4.1,15,3.3,252180,NA,29.55,122.6,#0.6,#0.5,8.8,6126.89,1.4,2,181,1.7,22.9,NA,163.9,262,"soil, regolith(observed at site)",recreational area(observed at site),sandstone (undifferentiated); siliceous rocks;,NA,silt,"sst in a and s is sr. silicate in a is also sr. taken frm a little green within the university grnds. drift map indicates glacial till, carbonaceous clasts in s hor",36.40000153,0.08196824,5.263246536,0.005657901,0.000668413,8.160167694,0.732296228,0.153372839,6906,20
1315,611428,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,260290,667710,#0.25,67183,6.2,300,#0.25,17.8,4645.55,#0.25,63,NA,13,85,6,21.2,34340.54,9.9,1.5,4.2,NA,NA,6,NA,9297.12,32.87,8.05,4221.7,549.9,#0.4,7419,10.2,NA,20.9,1134.64,51.3,NA,30.4,NA,#0.5,8,0.6,279266,NA,3.18,72.3,#0.6,1,5.4,4088.59,0.8,1.7,71,1.1,13.8,NA,64.5,265.6,"soil, regolith(observed at site)",urban open space(observed at site),sandstone (undifferentiated),coal tailings,silty clay,"coal tailings in a. sa patches in both a and s, taken frm grass next to rd and path. auger didnt reach .45",57.59999847,0.024037011,3.926990747,-0.022461083,-2.00E-05,8.48354435,2.799221277,3.578804493,3029,21
1316,611429,SHALLOW SOIL (5 -20CM),10184,8/22/2001,GLAS,260800,662240,0.8,87285,121.8,626,0.6,32.9,18010.44,3.1,122.79,NA,103,585,1,517.4,61197.5,35.7,46.1,4.6,NA,NA,1,NA,9961.2,62.78,20.95,7237.2,1061.06,9.6,7419,21,NA,258,1440.12,1398.5,NA,39.6,NA,6.6,28,4,214353,NA,242.36,261.8,#0.6,#0.5,13.5,7068.1,6.7,3,428,2.8,49.8,NA,1006.4,205.8,"soil, regolith(observed at site)",urban open space tended but unproductive(observed at site); industrial(observed at site); major roads/verge(observed at site);,NA,bricks; coal tailings; slag (furnace waste);,silt,grass verge at a730 in ind estate.  coal slag and red brick in a and s.,16.70000076,0.035495646,0.564569294,-0.041405283,0.001487511,8.762806892,0.278508902,0.874328732,309,20
1317,611430,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,258250,665250,#0.25,62951,8.5,418,#0.25,8.7,10291.68,#0.25,59.48,NA,16,95,4,36.5,36718.5,10.2,2,5.2,NA,NA,2,NA,12119.46,30.57,5.45,8443.4,588.62,1.5,7419,12.4,NA,26.8,1309.2,88.4,NA,35.3,NA,1.2,9,0.3,271327,NA,5.25,124.8,#0.6,#0.5,5,4694.08,#0.25,1.2,81,1.1,15.6,NA,110.3,233.7,"soil, regolith(observed at site)",commercial and residential(observed at site),sandstone (undifferentiated),coal tailings,silt,sst in a is sa. coal tailings in both a and s.drift map indicates alluvium.,10.19999981,0.009055134,3.252250433,-0.000404019,4.37E-05,9.603476524,2.663075209,0.586025238,2874,20
1318,611431,SHALLOW SOIL (5 -20CM),10184,8/22/2001,GLAS,250260,667820,#0.25,77763,10.6,498,#0.25,15.8,10434.62,#0.25,78.24,NA,35,109,1,64.1,47699.08,14.6,4.6,4.8,NA,NA,3,NA,12783.54,35.17,8.98,7840.3,789.99,2.9,7419,18,NA,60.6,1527.4,139.8,NA,44.4,NA,1.8,14,0.9,258718,NA,9.93,128.8,#0.6,#0.5,7.2,6618.48,0.7,1.9,144,#0.35,22.6,NA,168.6,244.9,"soil, regolith(observed at site); esturine(observed at site);",recreational area(observed at site),sandstone (undifferentiated); siliceous rocks;,coal tailings,silty clay,"park.  a hor - or patches, sst subrnd, silicate rnd.  s hor - silicate rnd, coal. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",7.099999905,0.010629745,0.85196656,-0.035963848,0.000162273,10.86213112,6.58358717,2.948255062,4773,21
1319,611432,SHALLOW SOIL (5 -20CM),10184,8/22/2001,GLAS,249790,667750,#0.25,75647,14.5,538,0.7,21.9,6146.42,0.6,78.24,NA,27,109,2,263.4,44272.02,15.1,8,5.2,NA,NA,3,NA,10874.31,39.77,10.54,6634.1,619.6,4.2,7419,15.1,NA,59.7,1309.2,343.9,NA,37.4,NA,7.3,15,1.3,263855,NA,87.78,118.3,1.5,#0.5,7.2,5521.4,0.6,2.5,155,3.3,22.5,NA,331.9,221.8,"soil, regolith(observed at site); esturine(observed at site);",urban open space tended but unproductive(observed at site); commercial and residential(observed at site);,sandstone (undifferentiated),pottery; bricks; coal tailings;,silt,"a hor - sst subrnd.  s hor - or sand, red brick, pottery (white glazed).  coal in a and s (more in s) carbonaceous clasts in a hor,",5.800000191,0.007279979,3.419892073,-0.011818187,2.60E-05,11.08804131,7.15029335,0.314744562,2305,20
1320,611433,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,259650,663700,0.5,70357,13.2,489,1.3,20.5,9934.33,#0.25,106.38,NA,53,173,2,143.8,44971.42,20.1,12.3,2.9,NA,NA,2,NA,9214.11,54.73,13.32,4221.7,1161.75,4.1,7419,12.2,NA,129.2,1876.52,212.2,NA,31.8,NA,4.3,19,1.5,235835,NA,13.77,233.1,#0.6,#0.5,7.1,4466.27,1.2,3.4,254,3.2,32.6,NA,303.8,165.4,"soil, regolith(observed at site)",urban open space tended but unproductive(observed at site),siliceous rocks; sandstone (undifferentiated);,bricks; coal tailings;,silt,"red brick in both a and s, coal tailings in s only. droft map indicates made grnd. taken frm primary sch. silicate in a is sr, and in s is sa. sst in a is sr. carbonaceous clasts in a hor,",8.600000381,0.009999665,0.643500507,-0.003359982,-6.40E-06,11.04597187,5.979446888,1.700315118,5314,20
1321,611434,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,261770,666300,#0.25,78292,7.9,375,#0.25,11.4,6646.71,#0.25,74.72,NA,23,95,2,42,44062.2,13.1,2.6,4.5,NA,NA,1,NA,11289.36,36.32,7.1,5427.9,944.89,0.9,0,10.9,NA,35.5,785.52,85.1,NA,39.4,NA,1.4,12,0.5,266190,NA,6.6,96.7,#0.6,#0.5,6.8,4790,0.7,0.9,104,1.1,20.9,NA,138.1,249.7,"soil, regolith(observed at site)",urban open space(observed at site),sandstone (undifferentiated),bricks,silty clay,"s gor has or sa patches. sst in a is sa, red brick in s only.",60.20000076,0.052837472,3.409503222,-0.002920415,-0.000105107,7.968368053,0.541352272,1.405655622,2070,21
1322,611435,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,257160,666220,#0.25,70357,10.4,402,#0.25,21.8,4288.2,#0.25,68.86,NA,23,126,4,60.6,39306.28,14.2,7,4,NA,NA,5,NA,10708.29,36.32,9.03,5427.9,828.72,1.9,7419,12.4,NA,49.9,1571.04,219.9,NA,38.3,NA,1.9,11,1.3,270393,NA,15.22,93.2,#0.6,#0.5,7,4987.84,0.7,1.6,125,1.2,18.7,NA,178,239.7,"soil, regolith(observed at site)",urban open space tended but unproductive(observed at site),NA,coal tailings,silt,"coal tailings in s only. drift map indicates glacial till. taken frm park. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",19.20000076,0.050553326,4.390638351,0.00909155,0.000139464,8.076384544,1.731728792,0.329408556,8998,1
1323,611436,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,256800,666270,#0.25,77234,10.8,513,#0.25,19.6,5574.66,#0.25,82.93,NA,28,101,2,91.5,43152.98,15.4,8.5,4.2,NA,NA,3,NA,10957.32,40.92,9.29,6031,735.78,2.5,7419,13.9,NA,57.7,2312.92,314.9,NA,41.9,NA,3.2,14,1.5,261987,NA,48.44,116.4,#0.6,#0.5,8,5545.38,#0.25,1.6,150,4.3,24,NA,250.6,251.8,"soil, regolith(observed at site)",urban open space(observed at site),sandstone (undifferentiated),NA,silty clay,"taken frm grass next to museum, drift map indicates made grnd. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",18.5,0.024693141,1.016488791,-0.013277685,0.000727269,9.379836082,2.877680063,0.143080428,6906,20
1324,611437,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,259350,665680,#0.25,73531,6.4,394,#0.25,11.1,4574.08,#0.25,65.35,NA,19,77,4,45.7,37487.84,11.9,4.4,4.3,NA,NA,3,NA,10293.24,34.02,5.74,4824.8,433.72,1.1,7419,12.2,NA,31.2,1265.56,182.6,NA,34.5,NA,1.6,10,0.7,278799,NA,17.92,92.3,#0.6,#0.5,6.4,5173.68,#0.25,1.2,96,0.9,17.4,NA,168.1,267.5,"soil, regolith(observed at site)",urban open space(observed at site),sandstone (undifferentiated),"iron, steel wire; bricks; coal tailings;",silty clay,"sst in a and s, sr. chert in s, sr. nail foind in a. red brick in a and s, coal tailings ound ins. taken frm vert small area outside flats. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",34.09999847,0.11697942,3.975146294,0.012221452,0.000199634,7.749362946,0.060977064,0.776638746,7598,21
1325,611438,SHALLOW SOIL (5 -20CM),10184,8/22/2001,GLAS,259210,661760,0.5,73531,9.8,457,1,10.7,5717.6,0.5,70.04,NA,18,158,4,53.4,40775.02,12.6,3.4,4.5,NA,NA,2,NA,13696.65,37.47,5.82,8443.4,549.9,1.9,7419,12.6,NA,45.6,1221.92,129.8,NA,46.7,NA,1.3,12,0.6,274129,NA,8.26,110.2,#0.6,#0.5,6.2,4652.12,#0.25,1.7,95,1.1,19.3,NA,206,202.3,"soil, regolith(observed at site)",urban open space(observed at site),sandstone (undifferentiated),bricks; plastic;,silt,a hor - patches of sst.  s hor - sst subang.  brick and a crisp packet in a. carbonaceous clasts in s hor,20.39999962,0.07998509,0.989714146,0.007997856,-0.000654757,8.069284439,0.579743326,0.311968088,4747,21
1326,611439,SHALLOW SOIL (5 -20CM),10184,8/22/2001,GLAS,260810,661670,0.8,58719,13.1,409,1.1,10.8,3716.44,0.6,52.45,NA,18,219,3,64.3,36928.32,9.1,2.1,5,NA,NA,3,NA,10957.32,25.97,5.11,6634.1,433.72,1.7,7419,10.2,NA,31.1,2007.44,139,NA,33.5,NA,1.7,8,0.6,278799,NA,12.62,88.9,#0.6,1,4.5,3884.76,#0.25,1,74,#0.35,14.6,NA,220.6,199.7,"soil, regolith(observed at site)",urban open space(observed at site),NA,bricks; coal tailings;,loam,s hor - slag at bottom of auger.  red brick in a.  coal in s.  teken from grass outside 42 pinkerton ave. carbonaceous clasts in s hor,12.5,0.013415603,0.463647932,-0.008944255,-0.000359903,9.45682621,3.820952415,0.006802068,6652,21
1327,611440,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,259300,665360,#0.25,51842,5.6,350,#0.25,6.4,7004.06,#0.25,48.93,NA,15,74,3,26.9,34550.36,7.4,1.8,3.8,NA,NA,1,NA,10459.26,25.97,3.74,7237.2,526.66,1.4,7419,7.9,NA,24.6,1047.36,50.5,NA,27.3,NA,1.1,8,0.3,278332,NA,4.84,92.2,#0.6,#0.5,3.8,3207.32,#0.25,#0.3,67,#0.35,14,NA,63.3,186.1,"soil, regolith(observed at site)",urban open space tended but unproductive(observed at site),siliceous rocks; mudstone;,coal tailings,sand,siliocate in a and s is sr. mudstone in a is sr. silt at base of a. coal tailings in a and s. drift map indicates glacial till. taken frm sgeorges sq!,12.60000038,0.02616653,3.899970531,0.002768834,-0.000252208,8.845526695,2.46005559,0.132121325,7598,20
1328,611441,SHALLOW SOIL (5 -20CM),10184,8/22/2001,GLAS,250690,668620,#0.25,56603,17.4,873,#0.25,14.5,12721.66,0.5,50.1,NA,39,108,1,195.2,61057.62,11.6,5.1,3.8,NA,NA,1,NA,10625.28,20.21,10.85,6634.1,1448.32,4.5,7419,11.1,NA,77.2,1134.64,716.5,NA,32.3,NA,5.8,13,1.2,244708,NA,41.17,142.2,#0.6,#0.5,5.8,3896.75,1.4,#0.3,131,7.6,20.9,NA,414.5,185.5,"soil, regolith(observed at site)",industrial(observed at site); deciduous woodland recent(observed at site);,sandstone (undifferentiated),bricks; plastic; coal tailings;,silt,"a hor - sst ang and or.  s hor - sst ang, lst ang.  grass and trees on edge of ind estatw.  coal and brick in a and s.  clear bplastic bag in s.  made ground on drift map.",-1.700000048,0.094512098,0.755556285,-0.014953097,-0.0012457,9.53017807,4.931261539,0.007114813,871,20
1329,611442,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,257250,665280,#0.25,65596,5.6,474,#0.25,9.8,3787.91,#0.25,66.52,NA,18,97,5,49.7,35529.52,10.6,2.6,3.4,NA,NA,1,NA,11704.41,34.02,6.72,7237.2,573.13,1.6,7419,10.6,NA,37.2,741.88,128.6,NA,36.6,NA,2,13,0.5,275063,NA,14.08,109.8,#0.6,#0.5,6.1,4316.4,0.6,1.6,80,1.3,15.9,NA,408,258.2,"soil, regolith(observed at site)",urban open space(observed at site),siliceous rocks,bricks,silt,"silicate in a is sr. red brick in a, made grnd indicated on drift map.taken frm grass area of finnieston stn.",6.199999809,0.028152814,5.000444412,-0.009962802,-0.000339042,9.591005325,5.78745842,0.66644752,5872,20
